_key,active,age,birth_city,birth_country,birth_date,birth_state,college,competitions,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,kalshi_id,last_name,metadata,metadata.channel_id,metadata.genius_id,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_off_2026_0,metadata.injury_override_off_2026_1,metadata.injury_override_post_2024_3,metadata.injury_override_pre_2025_0,metadata.injury_override_pre_2026_1,metadata.injury_override_pre_2026_2,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_13,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2024_6,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2025_10,metadata.injury_override_regular_2025_11,metadata.injury_override_regular_2025_12,metadata.injury_override_regular_2025_15,metadata.injury_override_regular_2025_16,metadata.injury_override_regular_2025_2,metadata.injury_override_regular_2025_3,metadata.injury_override_regular_2025_4,metadata.injury_override_regular_2025_5,metadata.injury_override_regular_2025_6,metadata.injury_override_regular_2025_7,metadata.injury_override_regular_2025_8,metadata.injury_override_regular_2025_9,metadata.name,metadata.override_active,metadata.rookie_year,metadata.source_id,metadata.years_exp_shift,news_updated,number,oddsjam_id,opta_id,pandascore_id,player_id,player_shard,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,swish_id,team,team_abbr,team_changed_at,weight,yahoo_id,years_exp
11451,true,27,,,1999-01-16,,Western Michigan,[],,,,,"[""OT""]",Dylan,Dylan Deatherage,,#dylandeatherage-NFL-FA,76,Bishop McNamara (IL),,,,,,Deatherage,,1116852690823938048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1691185205740,,,,,11451,3,T,,,17577,,dylan,dylandeatherage,deatherage,9999999,nfl,b5e01150-f32a-11ed-97d1-5b2d1ba2ed31,,Active,1062828,,,,310,,3
11452,true,26,,,1999-08-12,,San Diego State,[],,,,,"[""WR""]",Jesse,Jesse Matthews,,#jessematthews-NFL-FA-86,72,Christian (CA),,,,,ff424e51-1bae-407b-8d84-25af4307115a,Matthews,,1116852691004293120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1755999944161,86,BE6B0E1C9F43,,,11452,6,WR,,,17568,,jesse,jessematthews,matthews,485,nfl,bb2247d0-f32c-11ed-b83a-cd9705e84265,,Active,1132122,,,,190,,2
11453,true,,,,,,Memphis,[],,,,,"[""P""]",Joe,Joe Doyle,,#joedoyle-NFL-FA-0,73,Farragut (TN),,,,,,Doyle,,1116852691193036800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,0,,,,11453,6,P,,,,,joe,joedoyle,doyle,9999999,nfl,f39afc30-f32a-11ed-9040-b3d01f1faf87,,Active,1059583,,,,199,,3
11454,true,28,,,1998-07-02,,Ole Miss,[],,LB,,24857,"[""LB""]",Otis,Otis Reese,,#otisreese-NFL-BUF-50,75,Lee County (GA),,,,,56379b0e-f5ad-42c8-a0b6-3ab01aef21e6,Reese,,1113708830736281600,1077831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1787125554382,50,124C1E2EE6C2,,,11454,9,LB,,,17576,,otis,otisreese,reese,9999999,nfl,2bc33c10-f328-11ed-a97e-839e2e845bee,,Active,1131033,BUF,,,214,,3
11455,true,26,,,1999-12-17,,Baldwin Wallace,[],,DB,,24856,"[""DB""]",Anthony,Anthony Kendall,,#anthonykendall-NFL-BUF-30,70,River Ridge (FL),,,,,cb8f8e01-2a64-4435-a4cb-b5e42c7ce83c,Kendall,,1113708833668100096,1401654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1786608315908,30,E3188EA61905,,,11455,0,CB,,,17574,,anthony,anthonykendall,kendall,9999999,nfl,a02978e0-f327-11ed-8969-c3ee6357abaf,,Active,1447553,BUF,,,188,,3
11456,true,24,,,2000-06-26,,Oregon State,[],,,,,"[""WR""]",Tre'Shaun,Tre'Shaun Harrison,,#treshaunharrison-NFL-FA-82,71,Garfield (WA),,,,,,Harrison,,1113708833831677953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1732057847649,82,AC25BADF826A,,,11456,3,WR,,,17328,,treshaun,treshaunharrison,harrison,611,nfl,a724ff80-f326-11ed-8bd1-531b5a712bd5,,Inactive,1126013,,,,188,,1
11457,true,23,,,2000-02-22,,Texas Tech,[],,,,,"[""K""]",Trey,Trey Wolff,,#treywolff-NFL-FA-40,76,Klein (TX),,,,,,Wolff,,1116852691419529216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692726040744,40,,,,11457,7,K,,,17567,,trey,treywolff,wolff,551,nfl,b56e75b0-f328-11ed-8c4b-45baa5992d35,,Active,1120927,,,,205,,1
11458,true,26,,,1998-11-09,,Eastern Kentucky,[],,,,,"[""DB""]",Matthew,Matthew Jackson,,#matthewjackson-NFL-FA-35,73,Hillsboro (TN),,,,,,Jackson,,1113708836121767936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,35,ED335FBFC4E9,,,11458,8,DB,,,17462,,matthew,matthewjackson,jackson,9999999,nfl,eedcada0-f326-11ed-b25a-5d4c77d069e1,,Active,1052118,,,,209,,2
11459,true,23,,,1999-11-20,,Delaware,[],,,,,"[""DB""]",Kedrick,Kedrick Whitehead,,#kedrickwhitehead-NFL-FA-25,71,Middletown (DE),,,,,,Whitehead,,1116852691620855808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753501254442,25,,,,11459,0,DB,,,17622,,kedrick,kedrickwhitehead,whitehead,9999999,nfl,51ba29f0-f333-11ed-9495-1f162b4e68d3,,Active,1111449,,,,195,,1
1146,true,32,,,1989-11-22,,Boise State,[],,,14987,14146,"[""DL""]",Tyrone,Tyrone Crawford,00-0029641,#tyronecrawford-NFL-FA-0,76,Catholic Central (CAN),,,,,,Crawford,,1116852691813793792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616695830864,0,,,,1146,6,DE,,,8144,7550,tyrone,tyronecrawford,crawford,675,nfl,dc632746-2240-41d6-8141-695194706989,,Injured Reserve,,,,,290,25791,10
11460,true,26,,,1999-06-05,,UCLA,[],,,,,"[""DB""]",Azizi,Azizi Hearn,,#azizihearn-NFL-FA-47,74,Oceanside (CA),,,,,557bea19-9e41-485c-a287-10edd34ea12d,Hearn,,1113708789623713792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1727805330734,47,2337E0A990E2,,,11460,9,CB,,,17598,,azizi,azizihearn,hearn,9999999,nfl,01ddd0c0-f32f-11ed-ad4d-7d27e7837270,,Active,1068757,,,,206,,2
11461,true,24,,,1998-09-28,,Boise State,[],,,,,"[""DL""]",George,George Tarlas,,#georgetarlas-NFL-FA-79,75,Borah (ID),,,,,,Tarlas,,1116852692006731776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,11461,7,DE,,,17305,,george,georgetarlas,tarlas,9999999,nfl,108c1be0-f334-11ed-9f6f-27227d0fbf8f,,Active,999359,,,,253,,1
11462,true,26,,,1998-06-15,,Oregon State,[],,,,,"[""DB""]",Jaydon,Jaydon Grant,,#jaydongrant-NFL-FA-40,72,West Linn (OR),,,,,,Grant,,1113708768299872257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1704739835483,40,2AE8E3CAC6CE,,,11462,7,DB,,,17597,,jaydon,jaydongrant,grant,9999999,nfl,282d8370-f32e-11ed-bae9-51b910e7a698,,Active,923427,,,,190,,1
11463,true,24,,,1999-03-01,,Oklahoma State,[],,,,,"[""DL""]",Brock,Brock Martin,,#brockmartin-NFL-FA-0,74,Oologah (OK),,,,,,Martin,,1116852692203864064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,11463,3,DE,,,16698,,brock,brockmartin,martin,9999999,nfl,31d81d20-f330-11ed-b3d2-e7a685c936fe,,Active,1062533,,,,240,,1
11464,true,26,,,1999-09-16,,Chattanooga,[],,,,24166,"[""OT""]",McClendon,McClendon Curtis,,#mcclendoncurtis-NFL-FA-63,78,Chattanooga Central (TN),,,,,cd80d59b-7507-44a4-8d3e-9e0bdf4a8cfe,Curtis,,1113708722502266881,1004503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,63,B65490F54F77,,,11464,7,G,,,,,mcclendon,mcclendoncurtis,curtis,9999999,nfl,60f96b70-f32d-11ed-a41b-2d5ef820e1d7,,Active,1061781,,,,325,,3
11465,true,23,,,2000-02-11,,UNLV,[],,,,,"[""DL""]",Adam,Adam Plant,,#adamplant-NFL-FA-52,77,Bishop Gorman (NV),,,,,,Plant,,1116852692388413440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,11465,6,DE,,,17300,,adam,adamplant,plant,9999999,nfl,b1e5d510-f331-11ed-a04d-0baa798015bf,,Active,1163240,,,,263,,1
11466,true,24,,,1999-02-27,,Washington,[],,,,,"[""DB""]",Jordan,Jordan Perryman,,#jordanperryman-NFL-FA-49,72,Hanford (CA),,,,,,Perryman,,1116852692585545728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693948237941,49,,,,11466,2,CB,,,17599,,jordan,jordanperryman,perryman,9999999,nfl,cf546db0-f330-11ed-8440-e9bdc341f181,,Inactive,1052610,,,,198,,1
11467,true,26,,,1998-09-02,,Auburn,[],,,,,"[""TE""]",John Samuel,John Samuel Shenker,,#johnsamuelshenker-NFL-FA-86,76,Colquitt County (GA),,,,,,Shenker,,1113708774717157376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1736225408577,86,64266BFD9E49,,,11467,8,TE,,,17600,,johnsamuel,johnsamuelshenker,shenker,611,nfl,fe763ef0-f332-11ed-9cc8-4bf4102a06b2,,Active,1054203,,,,249,,2
11468,true,28,,,1998-02-24,,Auburn,[],,OL,,24710,"[""OT""]",Kilian,Kilian Zierer,,#kilianzierer-NFL-JAX-78,79,,,,,,b439273a-6d2b-4040-a59b-ab57253bd938,Zierer,,1113708787950186496,1401580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1756708850185,78,F1806B27EB81,,,11468,9,T,,,17274,,kilian,kilianzierer,zierer,9999999,nfl,b2f6a5a0-f32d-11ed-af69-7df16e87cbc5,,Active,1215066,JAX,,,312,,3
11469,true,27,,,1999-07-14,,Colorado State,[],,OL,,24868,"[""OL""]",Barry,Barry Wesley,,#barrywesley-NFL-NO-69,79,Bear Creek (CO),,,,,46447aee-025f-42bc-baf6-1c9deb235713,Wesley,,1113708864378793984,1002834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,1764117326334,69,AAA9A8D18CDF,,,11469,9,OL,,,17627,,barry,barrywesley,wesley,9999999,nfl,e5dfd490-f32e-11ed-9d28-5176fafd5331,,Active,1062895,NO,,,310,,4
1147,false,31,,,1989-07-14,,Oklahoma,[],,,14906,14152,"[""TE""]",James,James Hanna,,#jameshanna-NFL-FA-84,"6'4""",Flower Mound (TX),,,,,,Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524253501324,84,,,,1147,1,TE,,,8227,,james,jameshanna,hanna,9999999,nfl,d688ad2a-0c21-4749-99c6-4e6da588e6a8,447735,Inactive,,,,,260,25896,8
11470,true,26,,,2000-02-25,,North Carolina State,[],1,LILB,,24224,"[""LB""]",Drake,Drake Thomas,,#drakethomas-NFL-SEA-32,71,Heritage (NC),,,,,13bf3bd1-57d3-4315-99f6-41f242bf328f,Thomas,,1113708722217054208,1408434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1782307231312,32,F58C3AC67021,,,11470,9,LB,,,17304,,drake,drakethomas,thomas,436,nfl,55023e20-f335-11ed-a768-e94cb2c005ac,,Active,1163861,SEA,,,228,,3
11471,true,27,,,1998-10-05,,Arkansas,[],,OL,,24446,,Dalton,Dalton Wagner,,#daltonwagner-NFL-LV-78,80,Richmond Burton (IL),,,,,c9ad2252-da77-4bf4-86e9-e065a2d04029,Wagner,,1113708771403657216,1005501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1715316322977,78,E9EC3526A16A,,,11471,3,T,,,16910,,dalton,daltonwagner,wagner,9999999,nfl,9b2e9be0-f336-11ed-9945-91909a26d014,,Active,976198,LV,,,318,,3
11472,true,23,,,2000-03-20,,Morgan State,[],,,,,"[""RB""]",Alfonzo,Alfonzo Graham,,#alfonzograham-NFL-FA-29,69,Dunbar (MD),,,,,,Graham,,1116852692778483712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712267430973,29,,,,11472,3,RB,,,17620,,alfonzo,alfonzograham,graham,482,nfl,076a8750-f33d-11ed-b86a-1f6449c76e1d,,Inactive,1332909,,,,180,,1
11473,true,24,,,1998-11-09,,Arkansas,[],,,,,"[""DB""]",Latavious,Latavious Brini,,#lataviousbrini-NFL-FA-21,74,Mater Academy Charter (FL),,,,,,Brini,,1116852692992393216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,11473,0,DB,,,17631,,latavious,lataviousbrini,brini,9999999,nfl,b257c330-f351-11ed-a7fe-e347f4f2513c,,Active,1069769,,,,215,,1
11474,true,26,,,2000-01-17,,Eastern Michigan,[],4,RWR,,24875,"[""WR""]",Dylan,Dylan Drummond,,#dylandrummond-NFL-ATL-81,72,Cuyahoga Heights (OH),,,,,e957bd8e-a143-495e-9ac8-255a841b04c9,Drummond,,1113708864181661697,1080897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1767892851047,81,853C0C896180,,,11474,0,WR,,,17626,,dylan,dylandrummond,drummond,9999999,nfl,e34c6990-f35c-11ed-ac5f-715e78829103,,Active,1108534,ATL,,,190,,3
11475,true,27,,,1998-12-28,,Quincy,[],,,,,"[""OL""]",BJ,BJ Wilson,,#bjwilson-NFL-FA,77,St. Louis University (MO),,,,,,Wilson,,1116852693185331200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,11475,3,OL,,,,,bj,bjwilson,wilson,9999999,nfl,07cec460-f35e-11ed-90b7-616fbecaf267,,Active,1444139,,,,337,,3
11476,true,24,,,1999-02-17,,Washington State,[],,,,,"[""DB""]",Armani,Armani Marsh,,#armanimarsh-NFL-FA-38,69,Gonzaga Prep (WA),,,,,,Marsh,,1116852693369880576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696884938688,38,5F3A29C1364F,,,11476,1,DB,,,17625,,armani,armanimarsh,marsh,9999999,nfl,869ae250-f364-11ed-9735-2f9579cd28dc,,Active,1068961,,,,182,,1
11477,true,26,,,1998-12-30,,Northern Arizona,[],,,,,"[""DB""]",LJ,LJ Davis,,#ljdavis-NFL-FA-40,73,Gahr (CA),,,,,a3ee7051-a749-4db4-b560-c3fdaec1083f,Davis,,1116852693558624256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1728223227821,40,71FAA592258E,,,11477,6,CB,,,17618,,lj,ljdavis,davis,9999999,nfl,895a0ce0-f365-11ed-bd62-9f3b0115a943,,Active,1067049,,,,203,,2
11478,true,24,,,1998-09-29,,Baylor,[],,,,,"[""WR""]",Gavin,Gavin Holmes,,#gavinholmes-NFL-FA-84,70,Northwest (TX),,,,,,Holmes,,1116852693759950848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693170040856,84,,,,11478,6,WR,,,17630,,gavin,gavinholmes,holmes,284,nfl,9ed7f0d0-f362-11ed-83da-6b12188be60c,,Active,1066879,,,,200,,1
11479,true,24,,,2000-03-31,,Louisiana,[],,,,,"[""DB""]",Eric,Eric Garror,,#ericgarror-NFL-FA-37,68,McGill Toolen (AL),,,,,,Garror,,1113708835010277376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1693338606165,37,A330A4DBD33A,,,11479,6,CB,,,17624,,eric,ericgarror,garror,9999999,nfl,bd247b70-f363-11ed-a5b1-b5a9126d7fdb,,Active,1119198,,,,174,,1
1148,true,33,,,1989-04-26,,Wake Forest,[],,,15038,14167,"[""LB""]",Kyle,Kyle Wilber,00-0029647,#kylewilber-NFL-FA-58,76,Apopka (FL),,,,,,Wilber,,1116852693948694528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599591348982,58,,,,1148,7,LB,,,8224,,kyle,kylewilber,wilber,9999999,nfl,cdbaf089-9c7e-418f-829e-d903c28b2628,397413,Active,397413,,,,240,25823,10
11480,true,23,,,2000-02-05,,Ohio State,[],,,,,"[""DL""]",Taron,Taron Vincent,,#taronvincent-NFL-FA-69,73,IMG Academy (FL),,,,,,Vincent,,1116852694141632512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,11480,4,DT,,,17282,,taron,taronvincent,vincent,9999999,nfl,262e3cf0-f36e-11ed-ad58-359fc76adb62,,Active,1122600,,,,305,,1
11481,true,26,,,1999-12-17,,Southern Miss,[],,DB,,24871,"[""DB""]",Natrone,Natrone Brooks,,#natronebrooks-NFL-ATL-35,71,Starkville (MS),,,,,938473f0-424a-4f9b-b30a-b002d1f43bc4,Brooks,,1113708859496624128,1401995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1773120937842,35,34440DEA4473,,,11481,5,CB,,,17623,,natrone,natronebrooks,brooks,9999999,nfl,5068d7b0-f368-11ed-b622-936c98a846ff,,Active,1231080,ATL,,,175,,3
11482,true,26,,,1997-05-23,,UTSA,[],,,,,"[""DB""]",Clifford,Clifford Chattman,,#cliffordchattman-NFL-FA-39,76,McDonogh 35 (LA),,,,,,Chattman,,1116852694351347712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,11482,4,DB,,,17619,,clifford,cliffordchattman,chattman,9999999,nfl,ddf0fd60-f368-11ed-9395-c50a0943174c,,Active,922115,,,,195,,1
11483,true,26,,,1999-04-07,,UMass,[],,,,,"[""RB""]",Ellis,Ellis Merriweather,,#ellismerriweather-NFL-FA-38,73,Alpharetta (GA),,,,,286c1a41-5f24-4c9d-b701-a0beb9ea965d,Merriweather,,1113708799169949696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1735077624671,38,2A2557879E56,,,11483,6,RB,,,16987,,ellis,ellismerriweather,merriweather,621,nfl,76fbc960-f371-11ed-897f-a16099977b1f,,Active,1214921,,,,220,,2
11484,true,23,,,2000-01-21,,Texas Tech,[],,,,,"[""DB""]",Adrian,Adrian Frye,,#adrianfrye-NFL-FA-44,72,Eisenhower (TX),,,,,,Frye,,1116852694540091392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,11484,8,DB,,,17634,,adrian,adrianfrye,frye,9999999,nfl,f8482dc0-f370-11ed-aceb-b32a195636b6,,Active,1056578,,,,205,,1
11485,true,25,,,1997-09-21,,Ohio State,[],,,,,"[""DL""]",Antwuan,Antwuan Jackson,,#antwuanjackson-NFL-FA-69,74,Cedar Grove (GA),,,,,,Jackson,,1116852694737223680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,11485,9,DT,,,,,antwuan,antwuanjackson,jackson,9999999,nfl,c23a96e0-f37b-11ed-9173-6f9167f27634,,Active,910602,,,,300,,1
11486,true,24,,,1999-01-28,,Minnesota Duluth,[],,,,,"[""RB""]",Zach,Zach Ojile,,#zachojile-NFL-FA-41,74,Spring Lake Park (MN),,,,,,Ojile,,1116852694938550272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691183105179,41,,,,11486,0,FB,,,17637,,zach,zachojile,ojile,364,nfl,1739cd60-f3f3-11ed-9b56-1322d9cb05cd,,Active,1447867,,,,238,,1
11487,true,25,,,1999-09-17,,Marshall,[],,,,,"[""DB""]",Steven,Steven Gilmore,,#stevengilmore-NFL-FA-38,72,South Pointe (SC),,,,,ab5216d3-7102-4eb6-800f-e698a363ef3e,Gilmore,,1113708812054851584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1753650607976,38,4A5D9A0A8D7B,,,11487,2,CB,,,17569,,steven,stevengilmore,gilmore,9999999,nfl,5c006420-f3f5-11ed-bb16-a122a4fdc5fb,,Active,1129713,,,,174,,2
11488,true,24,,,1998-11-25,,Ohio State,[],,,,,"[""DL""]",Jerron,Jerron Cage,,#jerroncage-NFL-FA-77,74,Winton Woods (OH),,,,,,Cage,,1116852695131488256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,11488,1,DT,,,17594,,jerron,jerroncage,cage,9999999,nfl,7911cf50-f3f9-11ed-bd85-ad9515a94e04,,Active,1053636,,,,305,,1
11489,true,25,,,2000-11-09,,Western Kentucky,[],2,NB,,24552,"[""DB""]",Kahlef,Kahlef Hailassie,,#kahlefhailassie-NFL-MIN-25,73,Cosumnes (CA),,,,,7027c5c7-fa0b-4861-8419-866d9123dbf9,Hailassie,,1113708842627133440,1079814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1767664209027,25,1C2F5F3C55F0,,,11489,4,CB,,,17362,,kahlef,kahlefhailassie,hailassie,9999999,nfl,d470e520-f421-11ed-990e-333ce5b07033,,Active,1129735,MIN,,,195,,3
1149,true,31,,,1990-02-14,,South Carolina,[],,,14912,14187,"[""WR""]",Alshon,Alshon Jeffery,00-0029137,#alshonjeffery-NFL-FA-17,75,Calhoun County (SC),,,,,,Jeffery,,1116852695328620544,,,,,,,,,,,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616132128838,17,,,,1149,2,WR,,,8029,7441,alshon,alshonjeffery,jeffery,161,nfl,5c529c33-8a1d-413a-b635-880ac86f30c1,504323,Active,,,,,218,25755,10
11490,true,24,,,1998-10-23,,UConn,[],,,,,"[""LB""]",Ian,Ian Swenson,,#ianswenson-NFL-FA-0,74,Loyola Academy (IL),,,,,,Swenson,,1116852695538335744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,11490,1,LB,,,17635,,ian,ianswenson,swenson,9999999,nfl,07060800-f420-11ed-824b-2bf415f699a6,,Active,1056758,,,,215,,1
11491,true,29,,,1993-09-06,,North Texas,[],,,,,"[""QB""]",Austin,Austin Aune,,#austinaune-NFL-FA-14,74,Argyle (TX),,,,,,Aune,,1116852695731273728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686955533956,14,,,,11491,8,QB,,,16674,,austin,austinaune,aune,9999999,nfl,3b876650-f425-11ed-b8f6-e3803bc2256e,,Active,1106824,,,,221,,1
11492,true,25,,,1998-10-22,,Georgia Tech,[],,,,,"[""LB""]",Ace,Ace Eley,,#aceeley-NFL-FA-43,75,Good Council (MD),,,,,,Eley,,1116852695932600320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,43,6120FB1DF35C,,,11492,0,LB,,,,,ace,aceeley,eley,9999999,nfl,0c78ab10-f427-11ed-bf2b-61d73471b762,,Active,976420,,,,233,,1
11493,true,25,,,2000-04-20,,Hawai'i,[],,,,,"[""TE""]",Jordan,Jordan Murray,,#jordanmurray-NFL-FA-48,76,Lee's Summit North (MO),,,,,075aa91c-7102-4903-af58-a01346cfcee0,Murray,,1113708777099522048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1762301724759,48,C0838F57BE5B,,,11493,9,TE,,,17247,,jordan,jordanmurray,murray,658,nfl,5618f010-f4bb-11ed-998c-1f7c5c03138a,,Inactive,1122847,,,,255,,2
11494,true,24,,,1999-07-07,,Eastern Kentucky,[],,,,,"[""LB""]",Willie,Willie Taylor,,#willietaylor-NFL-FA-53,76,Bleckley County (GA),,,,,,Taylor,,1116852696125538304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,11494,8,LB,,,17638,,willie,willietaylor,taylor,9999999,nfl,ba8fe400-f4ba-11ed-b5f3-c9eecb25eb9c,,Active,1065087,,,,246,,1
11495,true,25,,,1999-04-07,,Arizona State,[],,,,,"[""WR""]",Bryan,Bryan Thompson,,#bryanthompson-NFL-FA-89,73,Rancho Verde (CA),,,,,,Thompson,,1113708753783386112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,1727739621137,89,9C2E2D1DBF32,,,11495,8,WR,,,17559,,bryan,bryanthompson,thompson,514,nfl,03104d70-f4c8-11ed-bf5b-737955825633,,Inactive,1052316,,,,195,,1
11496,true,24,,,1998-12-02,,Oklahoma State,[],,,,,"[""WR""]",Braydon,Braydon Johnson,,#braydonjohnson-NFL-FA-15,71,Bowie (TX),,,,,,Johnson,,1116852696326864896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685656541955,15,,,,11496,9,WR,,,17220,,braydon,braydonjohnson,johnson,9999999,nfl,906c2870-f4c7-11ed-9215-a3e0daf0cd48,,Active,1062527,,,,195,,1
11497,true,24,,,1999-05-24,,Arizona State,[],,,,,"[""DL""]",Tautala,Tautala Pesefea,,#tautalapesefea-NFL-FA-53,75,Foothill (CA),,,,,,Pesefea,,1116852696515608576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694547023116,53,,,,11497,6,DL,,,17583,,tautala,tautalapesefea,pesefea,9999999,nfl,1ce4a0f0-f4ca-11ed-a11d-f975d218b810,,Inactive,1161417,,,,314,,1
