_key,full_name,team,position,status,injury_status,age,years_exp,number,college,espn_id,gsis_id,sportradar_id
11787,Kamal Hadden,GB,DB,Active,,25,2,36,Tennessee,,,ae33b86e-d67d-4b38-87e8-f7c666b4a88b
11788,Christian Mahogany,DET,OL,Active,,25,2,73,Boston College,,,f1011a22-4fd9-42a4-bbbe-f6d7f829db35
11790,Nathaniel Watson,CLE,LB,Active,,25,2,40,Mississippi State,,,7de6f8cd-e4bc-4a0e-b339-12990b4b7c57
11791,Tylan Grable,BUF,OL,Active,,26,2,68,UCF,,,2a76c387-e07a-4b72-89d1-33c1c146f6b4
11792,Will Reichard,MIN,K,Active,,25,2,16,Alabama,,,6f667582-b880-4c41-a105-59c347a36c0d
11793,Travis Glover,GB,OT,Active,,26,2,79,Georgia State,,,de98051f-0e58-4eb7-9b6d-90aaceb95f98
11795,Jaden Crumedy,GB,DT,Active,,26,2,63,Mississippi State,,,ab636859-ef8d-443e-b2db-b555b21705c8
11796,Khristian Boyd,NO,DL,Active,,26,2,97,Northern Iowa,,,538b5b00-3ad4-45c2-8d97-26f8c57ba1ed
11797,Patrick McMorris,SF,DB,Active,,24,2,25,California,,,5137b06d-af47-47d7-8c1b-968fd511ea29
11798,Zion Logue,BUF,DL,Active,,24,2,93,Georgia,,,17805ded-83cc-49b2-95f1-855841dcede5
11799,Tyler Davis,LAR,DT,Active,,25,2,90,Clemson,,,4adfc559-1138-4476-a095-3bbaa7ba18b3
11802,Tejhaun Palmer,NE,WR,Active,,26,2,80,UAB,,,99345c7e-a544-477c-8b57-a4a2b8bcce27
11803,Dylan McMahon,LAR,OL,Active,,25,2,63,North Carolina State,,,980b200f-1cde-4327-adec-564572c84a5c
11804,Mekhi Wingo,DET,DT,Active,Questionable,23,2,94,LSU,,,f6f39738-d9ec-45bb-8d6c-e64dfccdf3e4
11805,Jamal Hill,HOU,LB,Active,,25,2,56,Oregon,,,8ff249ba-9bd7-4faa-8e21-cfefabb561bb
11806,Casey Washington,CAR,WR,Active,,25,2,88,Illinois,,,98b9b952-b31f-47c4-9fac-9d7516af34df
11807,Darius Muasau,NYG,LB,Active,,25,2,53,UCLA,,,9ed90b2b-c650-41c0-9cee-2fbd8fc95546
11808,Jha'Quan Jackson,HOU,WR,Active,,26,2,88,Tulane,,,bcb054df-47e9-411c-8c9d-eef1a9a25487
11809,Marcellas Dial,NE,DB,Active,,25,2,27,South Carolina,,,2c5c81d9-07bd-40a7-8052-8c2fa1203834
11811,Logan Lee,PIT,DL,Inactive,IR,26,2,91,Iowa,,,3132d9fc-95bc-43a9-8449-df3c74d872e8
11812,Walter Rouse,MIN,OL,Active,,25,2,73,Oklahoma,,,f5b18ecd-311e-49b3-a69f-830c7ba199a8
11813,Michael Jerrell,ATL,OT,Active,,27,2,72,Findlay,,,ee85c1bf-ae4b-453d-bf86-c3359943a867
11815,Cornelius Johnson,BAL,WR,Active,,25,2,86,Michigan,,,aef0e96a-d473-4991-9bb3-a9764d777a36
11816,Javontae Jean-Baptiste,WAS,DL,Active,,26,2,41,Notre Dame,,,5e6813f4-d436-45d2-a30e-f32a1e1b989c
11817,KT Leveston,CLE,OL,Active,,26,2,72,Kansas State,,,79fae1a5-11ce-4756-9fe3-c642b6a6337b
11818,Michael Jurgens,MIN,OL,Active,,26,2,65,Wake Forest,,,605576a7-d04d-4286-9a16-9ec2a3d3f58b
11819,Levi Drake Rodriguez,MIN,DT,Active,,26,2,50,East Texas A&M,,,f755051d-6986-40c4-aba4-126af4b1842e
11820,Devin Culp,TB,TE,Active,,26,2,82,Washington,,,c62dcaf1-79e3-4e15-8fb0-e7cb30a18fe4
11821,Tahj Washington,MIA,WR,Active,,25,2,84,USC,,,298d990d-9fd4-4cdf-8fcd-a7c3043d17fd
11823,C.J. Hanson,KC,OG,Active,,25,2,61,Holy Cross,,,96c9a116-882b-4b6e-9975-a0f71d976152
11824,Travis Clayton,BUF,OT,Active,,25,2,67,,,,eb8cec5d-d9e8-4f0f-b15d-43a5a09df0ce
11825,MJ Devonshire,GB,DB,Active,,25,2,28,Pittsburgh,,,ca7c7772-15a6-4bc8-a93e-11a369ddd14b
11827,Jonah Laulu,LV,DL,Active,,26,2,96,Oklahoma,,,44d0ebd8-d1ca-4e6a-8af3-cbd55f6acc7d
11828,Marcus Harris,KC,DL,Active,,25,2,68,Auburn,,,4b56e1ba-37e9-4f00-8782-717c6e6c4555
11829,Solomon Byrd,HOU,DE,Active,,26,2,50,USC,,,cf6282ec-1e7e-4157-b2c1-fab1afa90f88
11830,Kalen King,ARI,CB,Active,,23,2,35,Penn State,,,c8cf0369-d2bc-47be-b459-360b277e081f
11831,Daijahn Anthony,CIN,DB,Active,,25,2,33,Ole Miss,,,709bd5ab-4e34-49fa-9203-f4dacfb5e226
11833,Nick Gargiulo,DEN,OL,Active,PUP,26,2,66,South Carolina,,,1c93b43d-7bcd-417b-a836-28b43920730d
11834,Devaughn Vele,NO,WR,Active,,28,2,14,Utah,,,2a638f35-a80a-46db-9722-12b49d45ab52
11835,Jaylen Harrell,TEN,DE,Inactive,IR,24,2,92,Michigan,,,bd77a854-4a7f-4840-a3f9-c5f428bd2dda
11836,Myles Harden,CLE,DB,Active,,24,2,26,South Dakota,,,91fae7d2-6f40-4ad6-b49f-0d05405ada81
11838,Nate Thomas,DAL,OL,Active,,24,2,71,Louisiana,,,c5db915f-c460-4399-8d2c-8a6bcf6d90d5
11840,Nick Samac,CAR,C,Active,,25,2,60,Michigan State,,,92c32366-b620-4dcd-946b-9067a18c61b7
11841,Sanoussi Kane,TEN,DB,Inactive,IR,24,2,42,Purdue,,,cb9f76e3-d527-4bdf-8d99-9a813ccc70e6
11842,Tatum Bethune,SF,LB,Active,,25,2,48,Florida State,,,5eb6ff1f-98c2-499b-9d11-37c3d1173993
11844,Myles Cole,NO,LB,Active,,26,2,57,Texas Tech,,,0d50064b-8915-46b2-bdc8-7582a1a17f8b
11846,Jowon Briggs,NYJ,DE,Active,,24,2,91,Cincinnati,,,0b366a95-a3a6-4044-a9de-b6bf78fb339e
11847,James Williams,TEN,DB,Active,,23,2,52,Miami (FL),,,3c58378b-d327-4d25-b2b9-1aead2975bcb
11851,Carter Bradley,JAX,QB,Active,,26,2,10,South Alabama,,,30ee4a00-04fb-11ef-bec6-79d1846dfa68
11854,Andrew Coker,CIN,OL,Active,,25,2,79,TCU,,,aca61550-04fc-11ef-ad0c-0fe653dc3883
11855,Amari Gainer,NE,LB,Active,,26,2,45,North Carolina,,,eaa99000-04fe-11ef-8bc5-45a7fe95a203
11858,Julius Welschof,PIT,DL,Active,,29,2,45,Charlotte,,,7437d320-04fc-11ef-a6a9-d95fe6d28f6d
11860,Beanie Bishop,CHI,CB,Active,Sus,26,2,22,West Virginia,,,c20acbf0-04f9-11ef-8561-b171b26383e5
11861,Jacoby Windmon,PIT,LB,Active,,25,2,53,Michigan State,,,deadda60-04fc-11ef-9cc3-cdbd2d3e65fb
11872,Thomas Harper,DET,DB,Active,,25,2,12,Notre Dame,,,cc1d5cf0-0500-11ef-bb66-eba00fd362a6
11878,Will Putnam,LV,C,Active,,26,2,67,Clemson,,,49a067d0-0501-11ef-b73d-a73582ad4582
11891,Kyle Hergel,CHI,OL,Active,,26,2,60,Boston College,,,1e3b37b0-0573-11ef-977e-ab2495c61690
11893,Isaiah Stalbird,NO,LB,Active,,26,2,44,South Dakota State,,,2cd70910-0574-11ef-b715-3db186b90a94
11894,Kyler Baugh,PIT,DL,Active,,24,2,65,Minnesota,,,62c362b0-0571-11ef-be40-03add12f186d
11895,Mason Tipton,NO,WR,Active,PUP,25,2,15,Yale,,,91918b20-0572-11ef-96c1-f73e6ad39631
11899,Rico Payton,NYG,CB,Inactive,IR,26,2,36,Pittsburg State,,,c3046dc0-0573-11ef-b660-4d07270c2b35
11905,Dwight McGlothern,MIN,DB,Active,,24,2,6,Arkansas,,,0b114d80-0584-11ef-8549-c35bdee1a640
11911,Jeshaun Jones,MIN,WR,Active,,26,2,82,Maryland,,,b8f13e80-0582-11ef-b5de-0dfe790b3555
11916,Christopher Edmonds,CLE,DB,Active,,25,2,41,Arizona State,,,3f762750-0582-11ef-8a3f-a10723b4c9fe
11921,Xavier Weaver,ARI,WR,Active,Questionable,25,2,89,Colorado,,,ffd59710-0582-11ef-823c-c3942ac17525
11922,Drake Nugent,SF,OL,Active,,25,2,66,Michigan,,,014613d0-057f-11ef-b81d-51c506ab6dea
11923,Evan Anderson,SF,DL,Active,,24,2,58,Florida Atlantic,,,3a8c7440-0584-11ef-a728-9b9d81627453
11927,Doug Nester,PIT,OL,Active,,26,2,72,West Virginia,,,95406050-0588-11ef-9420-39de280bb728
11929,Bo Richter,MIN,DE,Active,,26,2,98,Air Force,,,ee995e00-0591-11ef-bf22-39578731379d
11930,Taki Taimani,MIN,DL,Active,,26,2,94,Oregon,,,53ab1910-0596-11ef-9ab5-875e1d93ea64
11931,Austin Reed,BAL,QB,Active,,26,2,15,Western Kentucky,,,3dd3c120-05b2-11ef-a7ec-77a76ba1f065
11933,Ben Nikkel,IND,DB,Active,,26,2,34,Iowa State,,,e0e76010-0643-11ef-973d-2b9f3d75bf4d
11934,Tyler Owens,WAS,DB,Active,,25,2,18,Texas Tech,,,782d0d60-0655-11ef-bea4-a5fd3793027b
11935,A.J. Woods,ATL,CB,Active,,25,2,30,Pittsburgh,,,93c05980-0658-11ef-909c-d744eed76b9a
11938,Chigozie Anusiem,LV,CB,Active,Questionable,25,2,29,Colorado State,,,eb6d2aa0-065d-11ef-89e4-19bb3aa6e36f
11940,JaQuae Jackson,LAC,WR,Active,,26,2,82,Rutgers,,,b83d66b0-0665-11ef-94ee-6dded2587f41
11942,Colson Yankoff,WAS,TE,Active,,26,2,80,UCLA,,,8344b150-0667-11ef-8407-311b2612bbe3
11951,Beau Brade,NYG,DB,Active,,24,2,34,Maryland,,,48b4b770-06f2-11ef-b629-8d4815317755
11952,Darrian Dalcourt,NE,OL,Active,,25,2,61,Alabama,,,50ef6d70-06f4-11ef-a4b5-edaa96061283
11954,Corey Bullock,BAL,OL,Active,,24,2,67,Maryland,,,a05688e0-06f3-11ef-b392-9f2889e7fe1d
11959,Bryce Oliver,TEN,WR,Active,,26,2,80,Youngstown State,,,e88c3c70-06fa-11ef-92ba-0de371d8ef1a
11963,Chris Collier,LV,RB,Inactive,IR,26,2,33,Lock Haven,,,7fcfe130-06fc-11ef-9592-67ed152bdb91
11964,Dayton Wade,BAL,WR,Active,Questionable,25,2,18,Ole Miss,,,923bd7f0-06fe-11ef-b95c-81e74d9949b8
11966,Rashad Wisdom,TB,DB,Active,,25,2,38,UTSA,,,21965a60-0704-11ef-b43f-059462dfb174
11969,Xavier Johnson,CIN,WR,Active,,27,2,18,Ohio State,,,4bf636c0-0706-11ef-b33a-7b84ef0f7eb5
11972,Isaiah Iton,NE,DL,Active,,24,2,62,Rutgers,,,4e322bc0-0700-11ef-94ae-451c7174095a
11993,Tyrek Funderburk,CAR,CB,Active,,25,2,20,Appalachian State,,,8c1e02f0-0706-11ef-83ee-df242a895580
11994,Kameron Johnson,TB,WR,Active,,24,2,19,Barton,,,94c41960-0712-11ef-b01e-875e1e5d6ffb
12011,Demani Richardson,CAR,DB,Active,,25,2,36,Texas A&M,,,325fd170-0716-11ef-ba1c-2110081547cc
12015,Harrison Mevis,LAR,K,Active,,24,2,92,Missouri,,,663ada70-0717-11ef-94de-1b2fbd1e412b
1202,Johnny Hekker,MIN,P,Active,,36,14,5,Oregon State,15153,00-0028872,380435a9-1833-4381-a12b-498a43732798
12030,Braiden McGregor,NYJ,DE,Active,,25,2,55,Michigan,,,8eae21b0-071c-11ef-a3c0-935b79634141
12031,Leonard Taylor,NE,DL,Active,,24,2,93,Miami (FL),,,cad27c20-071e-11ef-9fb1-eb76adac1fa7
12035,Jamree Kromah,CHI,DL,Active,,26,2,59,James Madison,,,4223ab40-071b-11ef-8947-5105bc3b519d
12036,Ian Wheeler,BUF,RB,Active,,24,2,27,Howard,,,4cbe3c80-0718-11ef-ad6b-0f2dd4b44ccd
12037,Reddy Steward,DAL,CB,Active,,25,2,27,Troy,,,53ca5630-071d-11ef-9523-7119a13023a1
12041,Carl Jones,BAL,DL,Active,,25,2,48,UCLA,,,e81a9670-071c-11ef-8ced-698c301ae08b
12045,Jack Westover,NE,TE,Active,,27,2,37,Washington,,,22926aa0-0725-11ef-bcfc-752f39cb55fa
12048,George Holani,SEA,RB,Active,,26,2,36,Boise State,,,971a3930-0724-11ef-a47d-6f7fe8c7bc97
12051,Jackson Sirmon,NO,LB,Active,,26,2,45,California,,,35128270-0723-11ef-a052-d3a99c461986
12054,Jimmy Ciarlo,BUF,LB,Active,,25,2,35,Army,,,a132f370-0725-11ef-a24c-e3710bb6fc6a
12056,Jarius Monroe,NYJ,CB,Active,,25,2,25,Tulane,,,e12dc6c0-0726-11ef-9140-5d66d58415b8
12057,Maema Njongmeta,CAR,LB,Active,,25,2,45,Wisconsin,,,38c63ba0-0723-11ef-acb3-9348ceb755d6
12058,PJ Jules,CIN,DB,Active,,25,2,37,Southern Illinois,,,3a9818a0-0727-11ef-a006-5971d281be7d
12062,Cam Grandy,CIN,TE,Active,,26,2,85,Illinois State,,,8e6c6eb0-0725-11ef-b490-715b3492492e
12068,Mason Pline,KC,TE,Active,,26,2,46,Furman,,,b0f28450-0726-11ef-87d2-b788a7a4a635
12069,Gottlieb Ayedze,MIA,T,Active,,26,2,72,Maryland,,,2c430580-072c-11ef-9d94-ad0be07b87fb
12070,McCallan Castles,GB,TE,Active,,26,2,47,Tennessee,,,302dded0-072d-11ef-bb54-e981db140060
12071,Gabe Hall,PHI,DT,Active,,25,2,96,Baylor,,,41778790-072d-11ef-8f9f-dd59e5c066c4
12072,Jacob Roberts,MIN,LB,Active,,24,2,48,Wake Forest,,,8685ab70-072b-11ef-bd95-696f2af85280
12076,Austin McNamara,NYJ,P,Active,,25,2,14,Texas Tech,,,dedc98e0-0728-11ef-95cc-fb98346370c2
12079,Treyton Welch,NO,TE,Active,,25,2,82,Wyoming,,,07814d30-072a-11ef-ba75-176276cf11f0
12082,Jalen Sundell,SEA,C,Active,,26,2,61,North Dakota State,,,9fc05e60-072a-11ef-9be1-99cbcec96ece
12083,Winston Reid,CLE,LB,Active,,27,4,59,Weber State,,,f3790430-072a-11ef-a3a3-25be50b73d84
12087,Emany Johnson,LAC,DB,Active,,25,2,50,Nevada,,,5f0cb3a0-072f-11ef-bc8a-710de207b77a
12089,Julius Wood,DAL,DB,Active,,25,2,32,East Carolina,,,a7011ca0-072f-11ef-aee1-63cc61868faa
12094,Alex Johnson,LAR,CB,Active,,25,2,36,UCLA,,,478c81f0-0730-11ef-b2f4-613163b2da33
12096,Casey Rogers,NE,DL,Active,,27,2,65,Oregon,,,52eeac20-0731-11ef-a39e-ad5aae49cf13
12101,Marcellus Johnson,DAL,OL,Active,,26,2,79,Missouri,,,d90fc2b0-0733-11ef-b73c-1b41571f877f
12102,Andre' Sam,PHI,DB,Active,,27,2,31,LSU,,,9d76b520-072d-11ef-a877-6b032c0eabad
12103,Jordan Miller,DEN,DT,Active,,26,2,90,SMU,,,11bad1b0-0732-11ef-a78d-45dbecbebf62
12108,Quinton Newsome,ARI,DB,Active,,25,2,30,Nebraska,,,7431c500-0733-11ef-b167-5dcd24adaaf9
12110,Frank Crum,DEN,OT,Active,,26,2,73,Wyoming,,,dcb90680-0731-11ef-9d4c-f327158ee94e
12111,Levelle Bailey,DEN,LB,Inactive,IR,25,2,56,Fresno State,,,e9fd8540-0732-11ef-b2dc-3f8c2bf783f5
12113,Thomas Yassmin,GB,TE,Active,,26,2,84,Utah,,,fa010450-0730-11ef-b596-d7ce21494f1f
12115,Dell Pettus,NE,DB,Active,,25,2,24,Troy,,,48abbb80-075a-11ef-a2f5-8dc558cf6193
12125,Mark Perry,GB,DB,Active,,25,2,41,TCU,,,fbf1c040-07be-11ef-b417-4394f6821d19
12131,Bryan Hudson,NYG,OL,Active,,25,2,60,Louisville,,,e92bd7c0-07be-11ef-8acd-b170ddeb1ce6
12132,Josh Wallace,LAR,DB,Active,,26,2,30,Michigan,,,424e1560-07c5-11ef-96b2-79ba17dd049f
12137,Charles Woods,NE,CB,Active,,26,2,22,SMU,,,9e43feb0-07c6-11ef-a682-8f29ee4a79f3
12138,Anthony Goodlow,PIT,DE,Active,,26,2,72,Oklahoma State,,,b457e110-07c3-11ef-ab6b-fdfec21b4cc0
12140,Omar Speights,LAR,LB,Active,,25,2,48,LSU,,,c24e8e40-07c3-11ef-b253-11c65affe8a4
12141,Justin Dedich,LAR,OL,Active,PUP,26,2,67,USC,,,d42ada10-07c3-11ef-9be3-57ec97f62bc7
12142,Jaylen McCollough,LAR,DB,Active,,25,2,2,Tennessee,,,e3f6e380-07c3-11ef-8c61-79ad930f01f9
12145,Andrew Meyer,MIA,C,Active,,26,2,60,UTEP,,,2dff66d0-07c1-11ef-9853-0de590ed2220
12147,Storm Duck,MIA,CB,Active,PUP,25,2,29,Louisville,,,84cde2b0-07c2-11ef-95e1-89469c9b9880
12153,Donovan Jennings,GB,OL,Active,,26,2,67,South Florida,,,9bc78270-07c5-11ef-8be9-35641d847530
12154,Messiah Swinson,GB,TE,Active,,26,2,43,Arizona State,,,ffa96250-07c4-11ef-99fd-53de25c52bd6
12155,Nate Lynn,NYJ,DL,Active,,24,2,92,William & Mary,,,3070c6e0-07bf-11ef-8bb9-7f20e273da10
12159,Hogan Hatten,DET,LS,Active,,26,2,49,Idaho,,,8d8e7c70-07c2-11ef-a271-15abc56f35fa
12162,Ethan Driskell,KC,OL,Active,,26,2,75,Marshall,,,172b40b0-07cf-11ef-97d8-45d7b9ff0b1c
12163,Ryan Rehkow,CIN,P,Active,,27,2,8,BYU,,,57633980-07cf-11ef-b13e-a3ae804c7cd8
12164,Curtis Jacobs,WAS,LB,Active,,24,2,57,Penn State,,,687dea60-07cc-11ef-ad8e-ffa665412428
12171,British Brooks,HOU,RB,Active,Questionable,26,2,44,North Carolina,,,2ef88b80-07cf-11ef-96cf-876a6c13e638
12175,James Ester,MIA,DT,Active,Questionable,24,2,65,Northern Illinois,,,3759b970-07ca-11ef-b898-a784ac1da012
12181,Peter Bowden,LAC,LS,Active,,25,2,59,Wisconsin,,,aa68b160-07ce-11ef-bc40-07dcf68ce24c
12182,Miles Battle,MIA,CB,Active,,26,2,35,Utah,,,4c37a420-07d8-11ef-81cc-1d1360eb1da8
12183,Chris Roland-Wallace,KC,CB,Active,,24,2,30,USC,,,cfd2da80-07d7-11ef-9eb8-d3c1d804b4f8
12184,Dalton Tucker,IND,OL,Active,,26,2,68,Marshall,,,0d8a4a50-07d5-11ef-8545-cdd7bd0f8b55
12185,Spencer Shrader,IND,K,Active,,27,2,3,Notre Dame,,,2d7fa2f0-07d6-11ef-b188-b11373ae105b
12196,Jayden Price,NO,CB,Active,,26,2,38,North Dakota State,,,c2a7bab0-07d7-11ef-a87e-69d93f2e268b
12208,Theo Benedet,CHI,OT,Active,,24,2,79,,,,869c1100-07d8-11ef-8879-2d52fbcc0113
12210,Cole Burgess,PIT,WR,Inactive,IR,26,3,85,SUNY-Cortland,,,efe48d60-07db-11ef-8ada-f18c6785cc00
12216,Steven Jones,PIT,OL,Active,,25,2,79,Oregon,,,0ddeaae0-07e0-11ef-80bd-270c39f1ed76
12217,Shawn Bowman,ARI,TE,Active,,26,2,49,Rutgers,,,63fb1c30-07de-11ef-ab84-b199233567e8
12227,Elias Neal,LAR,LB,Active,,24,2,58,Marshall,,,032ecdc0-08b0-11ef-90c2-f769b87dd8cb
12229,David Olajiga,BAL,DL,Active,,28,2,65,Central Missouri,,,60adebf0-08ad-11ef-a6d9-5b0f6f983e06
12230,Cam Lampkin,LAR,DB,Active,,25,2,21,Washington State,,,b2986c00-08ae-11ef-aa35-dd89832b46ac
12234,Shemar Bartholomew,GB,CB,Active,,26,2,34,Georgia Southern,,,25449550-0975-11ef-bde2-2bfe04e0121e
12243,Ryan Cooper,DET,CB,Active,,24,2,46,Oregon State,,,3ef47770-09a4-11ef-a906-496bfb9579df
12252,Laekin Vakalahi,LAC,T,Active,,23,2,78,,,,5c3b05f0-09b4-11ef-93d3-a14a9d0aadbf
12255,Swayze Bozeman,CIN,LB,Active,,27,2,47,Southern Miss,,,7dadd460-0a45-11ef-829a-8b9f8c151637
12256,Baylor Cupp,ARI,TE,Active,,26,2,83,Texas Tech,,,e23e66a0-0a4b-11ef-81ea-4d1e02cb9588
12257,D.J. Miller,BUF,CB,Active,,26,2,46,Kent State,,,56c6f020-0a59-11ef-90dd-ef770e313af6
12267,Qadir Ismail,CHI,WR,Active,,26,2,80,Samford,,,d550d2a0-0bd8-11ef-a1f1-572fd46e4062
12269,Brandon Codrington,HOU,DB,Active,,25,2,17,North Carolina Central,,,88a2a9c0-0be6-11ef-a1fb-fd287260fc2a
12319,Elijah Chatman,CLE,DT,Active,,25,2,62,SMU,,,34ca0550-0c95-11ef-9a13-a1b03b54c0ec
12356,Jabari Small,DET,RB,Active,,25,2,26,Tennessee,,,bd14f200-0c9d-11ef-b4ed-99c2e96904b1
12357,David Martin-Robinson,TEN,TE,Active,,26,2,88,Temple,,,dad0d560-0c9e-11ef-b2f4-ab1e3a869265
12364,Kyon Barrs,CAR,DL,Active,,24,2,67,USC,,,49d70130-0ca1-11ef-a4af-ff70c61336ce
12374,Brenden Bates,CLE,TE,Inactive,IR,26,2,82,Kentucky,,,eb055af0-0e1a-11ef-aa6c-9183e6948e0f
1238,Josh Harris,LAC,LS,Active,,37,14,47,Auburn,15151,00-0028845,8bbd5520-52e9-4187-889f-bd4552622869
12380,Te'Cory Couch,BUF,CB,Active,,26,2,33,Miami (FL),,,925d25b0-0ecc-11ef-890b-59ac76551f0e
12382,Jake Kubas,NYG,OG,Active,,26,2,63,North Dakota State,,,276aedf0-0eea-11ef-8662-2bce15749566
12384,Kingsley Eguakun,CLE,OL,Active,,25,2,65,Florida,,,7a987980-0ee4-11ef-b6e8-1b17def0576e
12389,Hayden Rucci,SF,TE,Active,,25,2,83,Wisconsin,,,4fb37ab0-0efa-11ef-842a-77fe9b74fabd
12391,Kenny Dyson,MIN,LB,Active,,25,2,55,Bryant,,,f1608400-0ef7-11ef-937d-e3ddb9378fcd
12393,Nik Constantinou,CLE,P,Active,,26,2,30,Texas A&M,,,66b8f5c0-0f07-11ef-9034-c934d438cacb
12397,Joe Andreessen,BUF,LB,Active,,26,2,44,Buffalo,,,73da40c0-0fe7-11ef-ae8b-ddf8e5486729
12426,Liam Fornadel,NYJ,OL,Active,,27,3,50,James Madison,,,44a26690-2d1d-11ef-9680-b58149eaa8c4
12427,Dondrea Tillman,DEN,DT,Active,,28,3,92,Indiana (PA),,,7bae5c30-2d76-11ef-965b-a7cea7da527b
12429,Kohl Levao,NYJ,OL,Active,,28,3,60,Hawai'i,,,ee9ced10-2e39-11ef-98c9-23002ceb2ccc
1243,J.R. Sweezy,SEA,OG,Active,,33,10,0,North Carolina State,15025,00-0029146,be62bf39-c737-416f-a1ea-6b9d61684a62
12436,Jamie Sheriff,SEA,LB,Active,,26,2,50,South Alabama,,,7293eba0-5423-11ef-921f-9d5e2bfaf044
12450,Tra Fluellen,GB,DB,Active,,25,0,48,Middle Tennessee,,,db9e1750-b64e-11ef-9607-5945ce9a9486
12451,Elliott Brown,ARI,LB,Active,,28,2,41,Virginia,,,f6cc90a0-d1fc-11ef-9dfc-69570245f354
12455,Brashard Smith,KC,RB,Active,,23,1,24,SMU,,,3170164a-1718-4a39-9ef2-e18104e35fef
12457,Jaydon Blue,DAL,RB,Active,Questionable,22,1,23,Texas,,,f5e6eb8e-2c76-4bf9-b47f-57c62659341d
12460,Antwane Wells,ATL,WR,Active,,25,1,82,Ole Miss,,,483872b0-2630-11f0-b7f1-df7c830143e7
12462,Damien Martinez,GB,RB,Active,,22,1,26,Miami (FL),,,487da97d-a1e8-4a1f-9b43-085944ea1a44
12467,Jordan James,SF,RB,Active,Questionable,22,1,29,Oregon,,,c16040c3-7534-4eeb-956c-8ed3be9972ec
12469,Dylan Sampson,CLE,RB,Active,,21,1,22,Tennessee,,,6ea71d26-623a-4178-a93a-215678244902
12470,Riley Leonard,IND,QB,Active,,23,1,15,Notre Dame,,,38b62d7f-4403-4e2b-8083-4d0cd08e81aa
12471,DJ Giddens,IND,RB,Active,Questionable,22,1,21,Kansas State,,,73ffa6e6-7fb3-4f34-a856-38bfd62cca15
12472,Raheim Sanders,CLE,RB,Active,,24,1,35,South Carolina,,,09b7c5d0-23ca-11f0-97f8-1902f784caec
12473,Mitchell Evans,CAR,TE,Active,,23,1,84,Notre Dame,,,788b494d-d624-46ae-a956-81bd10f6a044
12474,Woody Marks,HOU,RB,Active,,25,1,4,USC,,,b900661b-b5df-47c8-819d-bb13b106a60b
12475,Ricky White,SEA,WR,Active,,24,1,86,UNLV,,,f2e485f8-ba20-4c1c-b279-41dcdcb28d03
12476,Devin Neal,NO,RB,Active,,23,1,24,Kansas,,,4ef874c1-50c3-4120-9199-0d5a4ae7c6dd
12477,Kurtis Rourke,SF,QB,Active,,25,1,14,Indiana,,,1b412617-dee5-4c07-bdfc-e26eeff7fe80
12478,Nick Nash,WAS,WR,Active,,26,1,19,San Jose State,,,e3e4c450-2466-11f0-aa27-6de335b6b2a0
12479,Ja'Quinden Jackson,PHI,RB,Active,,24,1,45,Arkansas,,,826620a0-249a-11f0-9302-cb167d81eff7
12480,Moliki Matavao,NO,TE,Active,,23,1,80,UCLA,,,140c137e-69f7-40a9-a92c-42e331b04109
12481,Cam Skattebo,NYG,RB,Active,,24,1,44,Arizona State,,,e1f0c72d-f4d0-4c24-93a4-8a12b9a2efd2
12482,Savion Williams,GB,WR,Active,,24,1,83,TCU,,,06fb642c-b10b-4b23-966a-13668a7c4426
12483,Jack Bech,LV,WR,Active,,23,1,18,TCU,,,01079767-a3a3-437d-b935-ea0ecb1fe68b
12484,Jayden Higgins,HOU,WR,Inactive,IR,23,1,81,Iowa State,,,f55444a9-ccad-4343-bb03-caca6ea3de99
12485,Tez Johnson,TB,WR,Active,Questionable,24,1,15,Oregon,,,ad756d40-39a0-4f5c-bbf5-f31f4c3ee0a6
12486,Dillon Gabriel,CLE,QB,Active,,25,1,6,Oregon,,,299d4fe8-188c-43d1-95d3-8a8f103da5c5
12487,Terrance Ferguson,LAR,TE,Active,,23,1,18,Oregon,,,fdfc7b8e-a202-4459-91f8-be6e053e5d29
12489,RJ Harvey,DEN,RB,Active,,25,1,12,UCF,,,fc6dbb83-b2b1-4962-b793-e79b2378b525
12490,Bhayshul Tuten,JAX,RB,Active,,23,1,33,Virginia Tech,,,26d4b13e-a555-4519-9356-cd16c65384e7
12491,Corey Kiner,ARI,RB,Active,,24,1,37,Cincinnati,,,c7483e80-2574-11f0-b082-a1e374c45b00
12492,Pat Bryant,DEN,WR,Active,,23,1,13,Illinois,,,2858209e-4aa7-4539-9901-99a4d881229c
12493,Oronde Gadsden,LAC,TE,Active,,23,1,86,Syracuse,,,6af50530-145a-4b34-946d-ce1a7f7d3166
12494,Kyle McCord,GB,QB,Active,,23,1,18,Syracuse,,,451c7689-4fc2-410a-a33f-22dfa2ab37d4
12495,Ollie Gordon,MIA,RB,Active,,22,1,0,Oklahoma State,,,42753bb4-a416-4d40-bf81-f20d2181be2f
12496,Tai Felton,MIN,WR,Active,,23,1,13,Maryland,,,1eeea030-3313-4aab-b33c-9f836710354a
12497,Tory Horton,SEA,WR,Active,Questionable,23,1,15,Colorado State,,,66dd47a3-fb5d-434f-a580-b2069e2904f8
12498,Mason Taylor,NYJ,TE,Active,,22,1,85,LSU,,,07d2be51-73c2-4f26-81d5-bc6e9b88bff2
