_key,active,age,birth_city,birth_country,birth_date,birth_state,college,competitions,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,kalshi_id,last_name,metadata,metadata.channel_id,metadata.genius_id,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_off_2026_0,metadata.injury_override_off_2026_1,metadata.injury_override_post_2024_3,metadata.injury_override_pre_2025_0,metadata.injury_override_pre_2026_1,metadata.injury_override_pre_2026_2,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_13,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2024_6,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2025_10,metadata.injury_override_regular_2025_11,metadata.injury_override_regular_2025_12,metadata.injury_override_regular_2025_15,metadata.injury_override_regular_2025_16,metadata.injury_override_regular_2025_2,metadata.injury_override_regular_2025_3,metadata.injury_override_regular_2025_4,metadata.injury_override_regular_2025_5,metadata.injury_override_regular_2025_6,metadata.injury_override_regular_2025_7,metadata.injury_override_regular_2025_8,metadata.injury_override_regular_2025_9,metadata.name,metadata.override_active,metadata.rookie_year,metadata.source_id,metadata.years_exp_shift,number,oddsjam_id,opta_id,pandascore_id,player_id,player_shard,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,sport,sportradar_id,stats_id,status,swish_id,team,team_abbr,team_changed_at,weight,yahoo_id,years_exp
12781,true,26,,,2000-02-19,,Utah,[],2,RILB,,26158,"[""LB""]",Karene,Karene Reid,,#karenereid-NFL-DEN-47,72,Timpview (UT),,,,,f6849ce4-ae44-49cd-b48e-4b47fb371e2a,Reid,,1222062622212362240,1505997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,47,DA2FFD682CD556C5,,,12781,6,LB,,,18733,,karene,karenereid,reid,nfl,ce3022d0-2312-11f0-bb1a-c5184cf675c9,,Active,,DEN,,,226,,1
12782,true,25,,,2001-02-22,,Florida,[],,OL,,26209,"[""OT""]",Brandon,Brandon Crenshaw-Dickson,,#brandoncrenshawdickson-NFL-TEN-78,79,Narbonne (CA),,,,,a4e66501-772d-48ac-aaaf-fbe15d0bead2,Crenshaw-Dickson,,1222062623088971776,1490799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,78,0F7EFFADB3275B00,,,12782,9,OT,,,,,brandon,brandoncrenshawdickson,crenshawdickson,nfl,941ca700-2310-11f0-a693-43915fa67f2c,,Active,,TEN,,,316,,1
12783,true,24,,,2002-06-18,,Pittsburgh,[],,,,26565,"[""DB""]",Donovan,Donovan McMillon,,#donovanmcmillon-NFL-CLE-31,74,Peters Township (PA),,,,,d65b2424-286c-4e25-89e8-f10cd220b419,McMillon,,1222062623936221184,1500681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,31,7873ACD4AA44AA9F,,,12783,0,DB,,,19047,,donovan,donovanmcmillon,mcmillon,nfl,2c001bf0-2317-11f0-aeaa-cdcf4993617b,,Active,,CLE,,,203,,1
12787,true,25,,,2001-06-09,,LSU,[],4,RB,,25302,"[""RB""]",Josh,Josh Williams,,#joshwilliams-NFL-TB-18,69,Kinkaid (TX),,,,,d63ba5de-5553-4410-8f3a-22f380f4d255,Williams,,1222077725691359232,1521746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,18,E7126EEA0D87AC59,,,12787,4,RB,,,17919,,josh,joshwilliams,williams,nfl,bfb346f0-2318-11f0-81b8-b7cb2fd8d89b,,Active,,TB,,,210,,1
12788,true,24,,,2002-02-11,,Colorado,[],,SWR,,25983,"[""WR""]",Will,Will Sheppard,,#willsheppard-NFL-GB-82,75,Mandeville (LA),,,,,03503cc0-9479-438d-a714-a273d52664cc,Sheppard,,1222077726601523200,1519113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,82,8EF660DF8194D6CF,,,12788,2,WR,,,18568,,will,willsheppard,sheppard,nfl,f11d3370-231a-11f0-a1dc-9b31b16c65b0,,Active,,GB,,,196,,1
12789,true,25,,,2001-01-09,,Nebraska,[],,OL,,26416,"[""OL""]",Ben,Ben Scott,,#benscott-NFL-TB-66,77,St. Louis (HI),,,,,54bd8350-a724-43b8-8eee-a4281a277426,Scott,,1222092819225657344,1497580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,66,A6E1C174844419E6,,,12789,6,OL,,,,,ben,benscott,scott,nfl,04508a20-2323-11f0-a339-45199fe528fc,,Active,,TB,,,310,,1
12790,true,25,,,2001-04-22,,Nebraska,[],,LB,,26360,"[""LB""]",John,John Bullock,,#johnbullock-NFL-TB-30,72,Omaha Creighton (NE),,,,,5575631e-4392-42c1-9777-4d3e513bdac7,Bullock,,1222092820140015616,1497754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,30,A9F702FBC12D91C0,,,12790,6,LB,,,19056,,john,johnbullock,bullock,nfl,574e4ef0-2324-11f0-b336-c9f528e63216,,Active,,TB,,,230,,1
12792,true,24,,,2001-10-01,,West Virginia,[],,SWR,,26266,"[""QB""]",Garrett,Garrett Greene,,#garrettgreene-NFL-TB-85,71,Chiles (FL),,,,,5424c2b8-2211-4bb0-92c4-36b58fc9c973,Greene,,1222092821943566336,1507368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,85,29B8229DADD2AB8A,,,12792,4,QB,,,19059,,garrett,garrettgreene,greene,nfl,8886bd70-2321-11f0-8da8-b92c52fc103b,,Active,,TB,,,201,,1
12794,true,25,,,2001-05-08,,Georgia State,[],,OL,,26415,"[""OL""]",Benjamin,Benjamin Chukwuma,,#benjaminchukwuma-NFL-TB-70,78,Campbell (GA),,,,,eb978722-7cb0-4bf5-8856-be8b36e548fc,Chukwuma,,1222092823742922752,1491704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,70,712079ABB3FE27A8,,,12794,8,OL,,,,,benjamin,benjaminchukwuma,chukwuma,nfl,ab423af0-2322-11f0-8f6d-754ae693dbf1,,Active,,TB,,,310,,1
12795,true,24,,,2002-01-15,,Texas,[],,OL,,26234,"[""OL""]",Jake,Jake Majors,,#jakemajors-NFL-PHI-75,75,Prosper (TX),,,,,28a98ca3-83ae-4698-9544-7038ee77c0f0,Majors,,1222092824615337984,1505121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,75,432F864650BEBFD4,,,12795,5,OL,,,18799,,jake,jakemajors,majors,nfl,e105ec00-2321-11f0-af0c-bf7956c09e7a,,Active,,PHI,,,306,,1
12796,true,24,,,2002-04-04,,Ohio,[],,DB,,26417,"[""DB""]",Roman,Roman Parodie,,#romanparodie-NFL-TB-37,74,Cardinal Gibbons (FL),,,,,44649608-4c50-41d5-bf0c-ccebf4224205,Parodie,,1222092825500336128,1499764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,37,E2CD9AE5F9CF1ADF,,,12796,9,CB,,,19062,,roman,romanparodie,parodie,nfl,ef2740c0-2323-11f0-9cec-d94d12319afe,,Active,,TB,,,204,,1
12797,true,24,,,2002-03-21,,Appalachian State,[],,RB,,26414,"[""RB""]",Ahmani,Ahmani Marshall,,#ahmanimarshall-NFL-CLE-23,73,East Forsyth (NC),,,,,d764b4a3-4d1a-4814-94df-a43047708382,Marshall,,1222092826389528576,1485292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,23,45818CA69B7CADA7,,,12797,9,RB,,,18943,,ahmani,ahmanimarshall,marshall,nfl,c18cabc0-2321-11f0-80a0-bb24566134d1,,Active,,CLE,,,225,,1
12798,true,24,,,2002-02-12,,Ohio State,[],,OL,,26413,"[""OL""]",Josh,Josh Fryar,,#joshfryar-NFL-ARI-78,77,Beech Groove (IN),,,,,29b74aa8-bb7d-4f4e-94b5-768120b4e247,Fryar,,1222092827257749504,1499870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,78,AD2117DDE2E1F75E,,,12798,0,OL,,,,,josh,joshfryar,fryar,nfl,4c94b640-2322-11f0-b7ba-bd45e49b4e1c,,Active,,ARI,,,320,,1
12799,true,23,,,2002-12-30,,Wisconsin,[],,SWR,,26411,"[""WR""]",Bryson,Bryson Green,,#brysongreen-NFL-ARI-39,73,Allen (TX),,,,,b0fbcf57-d381-4264-813d-3197a822359e,Green,,1222092828142747648,1507984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,39,3740BF9055567C32,,,12799,5,WR,,,18930,,bryson,brysongreen,green,nfl,59f1f7b0-2324-11f0-a011-e5acc5357859,,Active,,ARI,,,210,,1
12801,true,25,,,2001-06-03,,Illinois,[],2,RDE,,26381,"[""DL""]",TeRah,TeRah Edwards,,#terahedwards-NFL-LAC-96,74,Groveport Madison (OH),,,,,6e981a00-e72b-4fc3-92e6-ef27592648e3,Edwards,,1222258925387128832,1492191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,96,339EE87BB806315E,,,12801,3,DL,,,18843,,terah,terahedwards,edwards,nfl,8e7828a0-2384-11f0-80dd-21a09902394a,,Active,,LAC,,,305,,1
12803,true,25,,,2001-08-08,,Kansas,[],,,,26354,"[""WR""]",Luke,Luke Grimm,,#lukegrimm-NFL-LAC-87,72,Raymore-Peculiar (MI),Undisclosed,,,IR,858cadde-5a38-46c7-b163-b9b25c6212a1,Grimm,,1222289124459827200,1494086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,87,D729003889299DC8,,,12803,6,WR,,,18838,,luke,lukegrimm,grimm,nfl,d6933d60-238d-11f0-b20f-f13e07eacbeb,,Inactive,,LAC,,,190,,1
12808,true,25,,,2000-11-19,,Pittsburgh,[],,LB,,26633,"[""LB""]",Brandon,Brandon George,,#brandongeorge-NFL-PHI-45,75,Berks Catholic (PA),,,,,df04e428-1050-4dc4-a539-6c36b5ab1078,George,,1222319313139023873,1520786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,45,F898D05F673C83D5,,,12808,1,LB,,,19001,,brandon,brandongeorge,george,nfl,5b1803e0-23a2-11f0-aa42-af87cf00c6ae,,Active,,PHI,,,240,,1
12809,true,24,,,2001-10-04,,Fresno State,[],,SWR,,25936,"[""WR""]",Mac,Mac Dalena,,#macdalena-NFL-BUF-82,70,San Joaquin Memorial (CA),,,,,f745c87d-2edc-42a6-81f7-1063f8127fda,Dalena,,1222319314128879616,1512190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,82,6F165D82E49064DA,,,12809,2,WR,,,18452,,mac,macdalena,dalena,nfl,6e03aec0-23a0-11f0-900b-373ee4a86a01,,Active,,BUF,,,176,,1
12811,true,25,,,2001-07-04,,Washington State,[],,OL,,26262,"[""OT""]",Esa,Esa Pole,,#esapole-NFL-KC-79,79,Mount Eden (CA),,,,,26810012-ae9c-441f-9fa9-f2b194037355,Pole,,1222319316146339840,1507193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,79,DE7F1F9CCA67E557,,,12811,1,OT,,,18789,,esa,esapole,pole,nfl,9f8a0010-23a6-11f0-b68e-f3457b37f11f,,Active,,KC,,,319,,1
12814,true,25,,,2001-08-10,,Maryland,[],,OL,,26386,"[""OL""]",Josh,Josh Kaltenberger,,#joshkaltenberger-NFL-LAC-68,78,Seneca Valley (PA),,,,,87eb2532-6a66-431c-8412-d3dd5965e11a,Kaltenberger,,1222334420736802816,1513349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,68,097A1F7953F2EA5D,,,12814,6,OL,,,,,josh,joshkaltenberger,kaltenberger,nfl,3436b400-23ad-11f0-b28b-d1b1866410c3,,Active,,LAC,,,308,,1
12816,true,25,,,2001-03-15,,Oklahoma State,[],,OL,,26426,"[""OT""]",Dalton,Dalton Cooper,,#daltoncooper-NFL-GB-78,78,Prague (OK),,,,,64c86d95-f90c-4bc1-b5ad-1bf6be4bd7d5,Cooper,,1222334422699737088,1520671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,78,9B14E6B8906812C2,,,12816,5,OT,,,,,dalton,daltoncooper,cooper,nfl,1f66d210-23aa-11f0-8981-b32f195cd5a2,,Active,,GB,,,326,,1
12817,true,23,,,2002-12-09,,Clemson,[],5,TE,,25969,"[""TE""]",Jake,Jake Briningstool,,#jakebriningstool-NFL-KC-88,78,Ravenwood (TN),,,,,1f1dadcc-3931-4b03-9248-3b6a7e2db361,Briningstool,,1222334423689592833,1488537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,88,1063DD8520D153BF,,,12817,0,TE,,,18542,,jake,jakebriningstool,briningstool,nfl,46190530-23ab-11f0-a8c1-91b88a8cabac,,Active,,KC,,,240,,1
12819,true,23,,,2003-04-09,,Florida State,[],3,NB,,26429,"[""DB""]",Kevin,Kevin Knowles,,#kevinknowles-NFL-KC-35,71,McArthur (FL),,,,,651c49b7-6bc7-41df-a00d-4a172ff52ea1,Knowles,,1222334425690275840,1490879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,35,3E450F4CE246C336,,,12819,9,DB,,,19003,,kevin,kevinknowles,knowles,nfl,d6920940-23ab-11f0-92c8-a5c84f732fb0,,Active,,KC,,,190,,1
12822,true,25,,,2000-12-31,,Minnesota State,[],,OL,,26496,"[""OL""]",Marshall,Marshall Foerner,,#marshallfoerner-NFL-TB-74,78,Marmion Academy (IL),,,,,558ed144-4f8a-4d26-ab02-439d9518edfa,Foerner,,1222349521862791168,1598894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,74,,,,12822,2,OL,,,,,marshall,marshallfoerner,foerner,nfl,2b4f02e0-23b0-11f0-8c51-49597546a63c,,Active,,TB,,,308,,1
12826,true,25,,,2000-12-30,,Ole Miss,[],,RB,,25967,"[""RB""]",Ulysses,Ulysses Bentley,,#ulyssesbentley-NFL-IND-37,70,C.E. King (TX),,,,,2c36411f-539d-4dea-866b-d5a4fabf1037,Bentley,,1222349525964820482,1598898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,37,1E2F457E03D0A80B,,,12826,2,RB,,,18640,,ulysses,ulyssesbentley,bentley,nfl,f71d0370-23b2-11f0-b632-8947e146a0ae,,Active,,IND,,,200,,1
12827,true,23,,,2002-11-26,,Iowa State,[],,DB,,26389,"[""DB""]",Myles,Myles Purchase,,#mylespurchase-NFL-LAC-41,71,Cherry Creek (CO),,,,,8b06a8ce-27ae-487e-bef5-e47e9c35ec3e,Purchase,,1222364635936600064,1493547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,41,1DCF5CD19457DE4F,,,12827,6,DB,,,18849,,myles,mylespurchase,purchase,nfl,c5766270-23b8-11f0-b346-0de67f8c5704,,Active,,LAC,,,205,,1
12829,true,25,,,2001-03-23,,Ohio,[],,SWR,,25893,"[""WR""]",Coleman,Coleman Owen,,#colemanowen-NFL-IND-9,70,Higley (AZ),,,,,b0e9f5f6-771b-4974-8550-5c72c164894d,Owen,,1222364637903728640,1499467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,9,7E789FE640466F97,,,12829,8,WR,,,18877,,coleman,colemanowen,owen,nfl,a9afb800-23ba-11f0-aa7d-833b948e6c02,,Active,,IND,,,181,,1
12835,true,23,,,2002-12-13,,Syracuse,[],3,LILB,,26393,"[""LB""]",Marlowe,Marlowe Wax,,#marlowewax-NFL-LAC-58,73,Mount St. Joseph (MD),,,,,ead377c5-8de7-43c7-914d-b183df57435a,Wax,,1222379735598768129,1502635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,58,9A362EE015D466D9,,,12835,4,LB,,,18855,,marlowe,marlowewax,wax,nfl,f7296c40-23c2-11f0-9b0d-fd7bc65a922c,,Active,,LAC,,,236,,1
12836,true,23,,,2002-12-09,,Ole Miss,[],,DB,,26561,"[""DB""]",Trey,Trey Washington,,#treywashington-NFL-IND-41,70,Hewitt-Trussville (AL),,,,,b7a32473-43ab-441e-b4d7-c156b9041cdc,Washington,,1222379736685092864,1496713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,41,FE844BBE0F553C68,,,12836,8,DB,,,19084,,trey,treywashington,washington,nfl,6392c9f0-23c1-11f0-908f-95658bbc5a4b,,Active,,IND,,,205,,1
12838,true,23,,,2003-03-03,,Oregon,[],2,NB,,26355,"[""DB""]",Nikko,Nikko Reed,,#nikkoreed-NFL-LAC-46,70,Moreau Catholic (CA),,,,,9d1493ed-c9cf-49c5-9456-2f3ea5d01bb9,Reed,,1222394822925484032,1500329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,46,F96D69F8066BCFD0,,,12838,1,DB,,,18851,,nikko,nikkoreed,reed,nfl,441f06f0-23cc-11f0-aeb7-39a1d644c2f5,,Active,,LAC,,,180,,1
12840,true,24,,,2002-04-02,,Rutgers,[],3,RCB,,26390,"[""DB""]",Eric,Eric Rogers,,#ericrogers-NFL-LAC-39,74,Burlington Township (NJ),,,,,9ecddf57-cac4-4215-a360-96165f3dc28d,Rogers,,1222394824959721472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,39,DCB291C7078E4A85,,,12840,3,DB,,,18852,,eric,ericrogers,rogers,nfl,9c77de40-23cb-11f0-ba1d-ad6924f0cecc,,Active,,LAC,,,189,,1
12841,true,25,,,2000-10-05,,Baylor,[],,LB,,26317,"[""LB""]",Garmon,Garmon Randolph,,#garmonrandolph-NFL-LAC-97,80,Jefferson (GA),,,,,2d681ece-387e-4cc6-bc21-41f66cfffc7a,Randolph,,1222409925842436096,1518849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,97,6452F2FCE1D71F69,,,12841,2,LB,,,18850,,garmon,garmonrandolph,randolph,nfl,f475c020-23d1-11f0-a1b4-0388130a8f25,,Active,,LAC,,,260,,1
12842,true,24,,,2002-01-15,,North Carolina State,[],,OL,,26367,"[""OG""]",Timothy,Timothy McKay,,#timothymckay-NFL-JAX-67,76,Wakefield (NC),,,,,c3ed2f69-2b36-4864-b036-3ea8d94fa05a,McKay,,1222409926832291840,1499038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,67,4C492FE0F644FEC6,,,12842,4,OG,,,19203,,timothy,timothymckay,mckay,nfl,2b354b70-23d3-11f0-bc60-4fa0c666c71f,,Active,,JAX,,,312,,1
12844,true,25,,,2001-01-31,,UCF,[],3,RDE,,26513,"[""DL""]",Ricky,Ricky Barber,,#rickybarber-NFL-WAS-50,75,Doss Magnet Career Academy (KY),,,,,8b35cbd3-98f4-4edf-b91a-6817a41c8eba,Barber,,1222409928812003328,1518460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,50,9B195FB975336365,,,12844,8,DT,,,19181,,ricky,rickybarber,barber,nfl,a0219640-23d4-11f0-9080-13f0cf122124,,Active,,WAS,,,295,,1
12845,true,26,,,2000-08-16,,Louisiana-Monroe,[],,DB,,26442,"[""DB""]",Car'lin,Car'lin Vigers,,#carlinvigers-NFL-WAS-37,74,Eunice (LA),,,,,d762ffab-df41-46b5-b9b6-9ea62572ff11,Vigers,,1222409929806053376,1495030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,37,BD9B44678970861E,,,12845,7,CB,,,19183,,carlin,carlinvigers,vigers,nfl,bb43c680-23d6-11f0-b568-734f69bd9c86,,Active,,WAS,,,200,,1
12847,true,25,,,2000-10-18,,Jackson State,[],,DB,,26366,"[""DB""]",Robert,Robert McDaniel,,#robertmcdaniel-NFL-TB-39,74,Bastrop (MS),,,,,ab48d8bd-cd40-4d0e-b828-e47036675568,McDaniel,,1222409931789959168,1659619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,39,6BA6DE334C180343,,,12847,3,CB,,,18579,,robert,robertmcdaniel,mcdaniel,nfl,d63b6bb0-23d5-11f0-a537-bf0cb87313e6,,Active,,TB,,,207,,1
12848,true,25,,,2001-07-01,,Texas Tech,[],,LWR,,25917,"[""WR""]",Josh,Josh Kelly,,#joshkelly-NFL-HOU-85,73,San Joaquin Memorial (CA),,,,,03adf593-ff29-459b-a3e7-438a507b9948,Kelly,,1222409932855312384,1506893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,85,4EB82D78DF70274F,,,12848,7,WR,,,18454,,josh,joshkelly,kelly,nfl,24e3eab0-23d8-11f0-addb-1faae35f163c,,Active,,HOU,,,192,,1
12851,true,24,,,2002-07-19,,Auburn,[],4,TE,,26273,"[""TE""]",Rivaldo,Rivaldo Fairweather,,#rivaldofairweather-NFL-ARI-45,75,Boyd Anderson (FL),,,,,ad1b88b3-4a5f-4af9-a042-f096010a93bf,Fairweather,,1222425034400735232,1485729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,45,8CFC1ADDAFF2EA46,,,12851,4,TE,,,18781,,rivaldo,rivaldofairweather,fairweather,nfl,c9632a00-23d9-11f0-b8a8-a915ca67495b,,Active,,ARI,,,249,,1
12853,true,24,,,2001-10-25,,Syracuse,[],3,LILB,,26304,"[""LB""]",Justin,Justin Barron,,#justinbarron-NFL-DAL-45,76,Suffield Academy (CT),,,,,1d8e3391-138c-4c57-80db-92dc5a91cd36,Barron,,1222591144693608448,1502603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,45,D4B1F7AE51801A8B,,,12853,3,LB,,,18982,,justin,justinbarron,barron,nfl,265c3bc0-2439-11f0-8939-314790007249,,Active,,DAL,,,235,,1
12855,true,23,,,2003-07-11,,Syracuse,[],,DB,,26110,"[""DB""]",Alijah,Alijah Clark,,#alijahclark-NFL-DAL-38,73,Camden (NJ),,,,,8fe0e961-b91e-4a93-ad37-785dcad9b7bb,Clark,,1222591146530713600,1502732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,38,E60FBB8755ED7C90,,,12855,4,DB,,,18638,,alijah,alijahclark,clark,nfl,503614b0-243a-11f0-a456-558ce379768a,,Active,,DAL,,,200,,1
12856,true,24,,,2002-01-21,,Kentucky,[],,DB,,26284,"[""DB""]",Zion,Zion Childress,,#zionchildress-NFL-DAL-48,71,New Caney (TX),Hamstring,,,Questionable,6e0f9527-f6cc-49a5-b0dc-e4c66c2f8e90,Childress,,1222591147499597824,1494497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,48,EB7F18F9D3D09430,,,12856,3,DB,,,18807,,zion,zionchildress,childress,nfl,c25a50c0-2439-11f0-91d4-0ba1f9234b62,,Active,,DAL,,,203,,1
12860,true,25,,,2001-06-25,,Missouri,[],9,RWR,,23169,"[""WR""]",Theo,Theo Wease,,#theowease-NFL-MIA-81,74,Allen (TX),,,,,5d5cde99-96a2-4765-b001-ca09ec3f1a6b,Wease,,1222606261770530816,1520246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,81,1C07D4608BC61EE4,,,12860,0,WR,,,18645,,theo,theowease,wease,nfl,277f6ff0-2442-11f0-ac20-e1591f73b631,,Active,,MIA,,,208,,1
12861,true,23,,,2003-04-30,,Minnesota,[],,DB,,26294,"[""DB""]",Ethan,Ethan Robinson,,#ethanrobinson-NFL-MIA-38,72,Iona Preparatory (NY),Undisclosed,,,IR,894f0498-5e2d-4783-895f-8b29a5f3cfa7,Robinson,,1222606262710054912,1496406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,38,674BA26329A2A514,,,12861,0,DB,,,19160,,ethan,ethanrobinson,robinson,nfl,6755e070-2445-11f0-b997-a7fe490bd02d,,Inactive,,MIA,,,195,,1
12862,true,25,,,2001-07-30,,Michigan,[],,OL,,26539,"[""OL""]",Josh,Josh Priebe,,#joshpriebe-NFL-MIA-68,77,Edwardsburg (MI),,,,,af34cf32-bb05-4c2e-b50e-5ff35843704f,Priebe,,1222606263674744832,1513626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,68,7F6AC9F0C877BB22,,,12862,9,OL,,,,,josh,joshpriebe,priebe,nfl,70b14580-2443-11f0-a86e-3b1a4cc4e53d,,Active,,MIA,,,300,,1
12863,true,25,,,2000-10-31,,Arkansas,[],,SWR,,25905,"[""WR""]",Andrew,Andrew Armstrong,,#andrewarmstrong-NFL-KC-85,76,Bishop Dunne (TX),,,,,d8edea1b-a79d-4944-bdcc-a6c0482b081a,Armstrong,,1222606264601686016,1485894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,85,B5A9E6C0CB792387,,,12863,5,WR,,,18453,,andrew,andrewarmstrong,armstrong,nfl,8e353ae0-2442-11f0-b1aa-45a8da233bc0,,Active,,KC,,,210,,1
12865,true,24,,,2001-09-09,,Northwestern,[],,SWR,,26538,"[""WR""]",AJ,AJ Henning,,#ajhenning-NFL-MIA-88,70,Lincoln-Way East (IL),,,,,21bf1303-3529-40ce-9cef-194aa9707372,Henning,,1222606266476539904,1499704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,88,F8BEFF30CF73AC88,,,12865,2,WR,,,18447,,aj,ajhenning,henning,nfl,a52b06e0-2441-11f0-a9f9-9516d6719f8f,,Active,,MIA,,,190,,1
12871,true,,,,,,Auburn,[],,LB,,26142,"[""LB""]",Eugene,Eugene Asante,,#eugeneasante-NFL-ARI-53,73,Westfield (VA),,,,,383c05fa-a3a6-4c69-a92e-455c369fc5a6,Asante,,1222621349378273280,1512291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,53,B8F41CF6D50070DB,,,12871,2,LB,,,17889,,eugene,eugeneasante,asante,nfl,a4084a10-2447-11f0-8696-e5dff0296473,,Active,,ARI,,,222,,1
